row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,scoring_impact_binning_quantile,eff_per_point_binning_quantile,eff_per_min_binning_quantile,scoring_volume_binning_quantile,target
6766,15,5,5,4,3,5,1
5699,18,6,6,2,5,6,1
8602,1,1,1,6,1,1,0
1952,9,2,3,4,6,2,0
910,15,5,4,5,5,4,1
7150,19,6,6,6,5,6,1
6729,1,1,1,3,1,1,0
7070,16,6,6,2,3,6,1
939,16,6,5,4,3,6,1
4643,20,6,6,5,5,6,1
1753,2,2,1,1,1,2,0
6771,12,3,4,3,6,3,0
377,10,4,4,2,2,5,0
6474,15,6,4,5,2,5,1
3793,16,6,6,2,1,6,1
5806,19,6,6,4,5,6,1
3066,15,4,5,4,5,4,0
3310,6,2,2,6,5,1,0
1709,2,2,1,3,1,2,0
2172,11,5,5,1,1,6,0
7115,3,1,1,6,6,1,0
2333,3,1,2,1,6,1,0
6509,9,3,3,6,6,2,0
6456,9,4,4,1,2,4,0
5238,2,1,1,4,1,1,0
8129,16,5,5,2,4,5,1
7449,16,5,6,1,4,6,0
2332,6,3,2,3,2,3,0
3672,1,1,1,6,1,1,0
4235,19,6,6,2,3,6,1
4655,17,5,6,2,5,6,1
4760,2,1,1,6,3,1,0
6404,5,3,2,5,1,3,0
7021,10,4,3,5,3,3,1
7768,18,6,6,4,4,6,1
8712,14,5,4,5,2,5,0
7789,15,5,5,5,2,5,1
7087,16,6,6,2,2,6,1
1419,2,1,1,1,1,1,0
5344,15,4,4,5,6,3,1
1536,1,1,1,4,2,1,0
686,14,6,5,2,1,6,0
4806,19,6,4,6,5,3,1
1040,1,1,1,1,1,2,0
3750,2,1,1,6,6,1,0
1164,16,5,4,6,4,4,0
8326,9,4,3,5,2,3,0
1332,12,3,5,1,6,4,0
1581,11,3,4,4,6,3,1
6549,17,6,6,2,2,6,1
2782,10,4,4,1,2,5,0
1191,20,6,6,3,4,6,1
3647,2,1,1,1,1,3,0
1368,12,5,4,3,1,5,1
3119,5,2,2,1,2,3,0
6037,18,6,6,2,3,6,1
5386,11,4,4,2,3,5,1
4860,5,2,2,3,2,2,0
8877,19,6,6,5,5,6,1
7155,3,1,1,4,3,1,0
4500,14,4,4,4,6,4,1
1315,5,2,2,3,5,2,0
4911,14,4,5,3,5,4,1
3289,12,3,4,2,6,4,1
2613,6,1,3,1,6,2,0
4365,14,5,5,3,3,5,0
2554,16,5,6,2,6,5,1
5914,19,6,6,5,5,6,1
7652,18,6,6,1,4,6,1
7202,12,4,5,2,3,5,0
8007,16,4,5,4,6,4,1
1297,5,1,1,6,6,1,0
6580,6,2,1,6,3,1,0
4084,11,4,5,1,2,6,0
376,19,6,6,4,5,6,1
2746,2,1,1,6,3,1,0
7055,5,1,2,3,6,1,0
4590,9,3,4,1,4,4,0
4179,5,1,2,6,6,1,0
3073,3,1,1,6,6,1,0
6761,12,4,3,6,5,3,1
3325,13,4,4,4,4,4,1
7599,14,5,4,6,3,4,0
1756,19,6,6,3,6,6,1
4510,2,2,1,1,1,3,0
5075,16,6,5,2,2,6,1
4550,20,6,6,2,6,6,1
3679,20,6,6,2,5,6,1
7892,2,2,2,1,1,3,0
3641,17,6,6,1,4,6,1
6759,12,4,3,5,4,3,0
22,18,6,6,3,4,6,1
786,1,1,1,2,1,1,0
8649,13,4,4,4,5,4,0
4955,16,5,5,6,3,5,1
1432,4,2,2,3,1,2,0
8056,11,5,4,2,1,5,0
5666,15,5,4,5,5,4,0
8786,15,5,5,3,4,5,1
508,4,2,2,2,4,2,0
7887,8,3,3,3,2,4,0
2643,11,4,4,1,2,5,0
1253,5,3,2,2,1,4,0
7980,1,1,1,4,4,1,0
7094,3,2,2,2,2,2,0
5206,6,2,2,4,4,2,0
4648,7,2,2,6,6,1,1
6705,3,2,2,1,1,3,0
65,4,1,1,6,4,1,1
5472,16,6,5,4,3,5,1
6818,16,5,4,6,3,4,1
8465,14,5,4,6,4,4,1
6793,6,3,3,2,1,3,0
8792,18,6,6,4,5,5,1
8023,16,5,5,4,6,5,1
6879,4,3,2,4,1,3,0
3330,3,2,2,1,2,2,0
2202,9,4,3,4,1,4,1
7610,7,2,3,1,4,3,0
723,14,5,5,3,4,5,1
2995,3,1,1,4,5,1,0
57,14,4,5,1,5,5,1
4584,17,5,6,3,6,5,1
6603,7,2,3,1,4,3,1
4492,5,3,3,1,1,4,0
5567,16,5,6,1,4,6,1
8799,11,4,3,5,2,4,1
4623,17,6,6,1,3,6,0
4077,10,3,3,4,6,3,0
6768,2,1,1,1,1,2,0
4789,9,3,3,3,4,3,0
2013,6,2,2,6,4,2,0
2858,3,1,1,6,3,1,0
6539,16,5,5,5,4,5,0
2096,13,4,5,2,5,4,0
8254,3,2,1,2,1,2,0
2498,11,5,4,3,1,5,0
2282,15,5,5,2,4,5,1
4627,18,6,6,2,3,6,1
4556,11,4,4,3,3,4,1
7706,2,2,1,4,1,2,0
4867,4,2,2,2,1,3,1
147,9,2,2,6,6,2,1
3874,1,1,1,5,1,1,0
4014,9,2,3,4,6,2,0
5429,5,1,2,1,6,2,0
3202,10,4,4,3,2,4,0
2507,20,6,6,5,5,6,1
1416,5,3,2,1,1,3,0
5664,20,6,6,3,4,6,1
7577,15,5,4,5,3,5,1
4954,5,1,1,6,6,1,0
6858,2,2,2,1,1,3,0
3575,17,5,6,2,5,6,0
1287,18,6,5,5,3,6,1
2689,13,5,5,3,1,6,0
4439,20,6,6,5,5,6,1
2530,4,2,1,5,1,2,0
2269,7,2,3,1,4,3,0
6235,8,3,3,4,3,3,0
538,6,2,2,3,5,2,0
5378,5,3,2,5,1,2,0
1890,6,2,3,1,3,3,0
5801,9,3,3,4,4,3,0
6455,8,3,2,6,4,2,0
4530,9,3,4,1,4,4,0
7553,3,2,1,4,2,1,0
708,7,2,3,2,4,3,0
8065,20,6,6,4,6,6,1
4833,15,4,5,5,6,4,0
920,2,1,1,3,1,2,0
824,20,6,6,5,6,6,1
8203,6,3,2,5,1,3,0
8185,7,2,2,6,5,1,0
4579,16,6,5,4,2,6,1
4325,16,6,6,1,3,6,0
3673,16,5,5,4,4,5,1
575,20,6,6,4,5,6,1
6370,3,2,2,2,1,2,0
5263,2,1,1,6,4,1,0
2078,11,3,4,2,6,4,0
1232,12,3,4,4,6,3,0
8584,14,3,5,3,6,4,1
224,1,1,1,1,1,1,0
7309,3,1,2,1,3,2,0
8123,9,3,3,5,4,3,0
3883,12,4,4,5,3,4,1
7881,3,1,2,2,3,2,0
7583,15,6,5,4,2,5,1
3249,17,6,6,2,2,6,1
428,9,3,3,3,5,3,0
3698,3,1,1,4,2,1,0
3859,6,2,2,3,4,2,0
6873,3,1,1,6,4,1,1
3983,10,2,3,5,6,2,1
7765,12,4,4,3,4,4,0
4497,2,1,1,3,2,1,0
6224,16,6,5,5,3,5,1
1274,11,3,4,4,6,3,1
171,19,6,6,4,3,6,1
251,9,2,2,6,6,1,1
467,2,1,1,1,2,2,0
3651,3,1,2,3,4,1,0
2338,9,4,3,2,1,5,0
278,17,6,5,4,3,6,1
2632,8,3,4,1,3,4,0
2142,16,4,5,6,6,4,1
774,11,3,4,2,6,4,0
5753,18,6,6,2,5,6,0
7952,4,2,2,3,2,2,0
1541,13,4,4,6,4,3,1
7688,11,4,4,2,4,4,0
1353,4,2,3,1,3,3,0
3646,20,6,6,5,5,6,1
3055,18,6,5,5,4,5,1
7280,5,3,2,2,1,3,0
1241,6,2,2,5,2,2,1
4280,3,2,1,6,2,1,0
8810,13,4,5,3,6,4,0
3150,19,6,6,5,5,5,1
8092,4,1,2,4,5,1,0
898,1,1,1,6,1,1,0
1449,5,2,2,2,2,3,0
7329,4,2,2,4,3,2,0
6436,20,6,6,5,4,6,1
3555,1,1,1,1,1,1,0
471,18,6,6,3,5,6,1
4777,11,3,4,4,6,3,0
4119,9,4,4,1,2,5,0
2326,11,3,4,3,6,3,1
4569,11,4,4,2,3,5,1
8950,3,2,2,1,2,3,0
7854,17,6,5,4,3,6,1
6170,12,4,5,2,3,5,0
7008,14,5,5,1,3,6,1
8790,12,4,4,2,5,4,0
4578,19,6,6,3,6,6,1
2301,13,4,4,4,5,4,0
3741,3,3,1,2,1,3,0
5883,10,4,4,1,1,5,0
4384,19,6,6,1,5,6,1
5060,3,2,2,2,1,3,0
2728,16,6,5,3,2,6,0
8279,19,6,6,5,5,6,1
892,3,1,2,1,2,2,0
7016,3,1,2,1,2,2,0
461,5,2,2,1,3,2,0
2686,14,5,5,2,2,6,1
1425,11,3,4,1,5,4,0
2327,8,3,3,2,3,3,0
8216,15,5,5,3,3,5,0
3281,9,4,3,3,1,4,0
8099,15,5,5,3,3,5,1
8659,13,5,5,3,3,5,1
6820,6,2,3,1,4,3,0
3388,16,5,5,4,4,5,1
4724,16,5,5,3,3,6,1
7896,7,2,3,2,6,2,0
5182,16,5,5,2,5,5,1
419,6,3,2,5,1,3,0
656,13,4,4,5,4,4,0
3422,16,6,6,2,4,6,1
6169,11,4,4,2,3,4,0
6495,16,5,5,4,4,5,1
1565,7,3,3,1,3,4,0
521,3,1,2,1,4,2,0
8263,2,2,1,6,1,1,0
6659,9,2,3,5,6,2,0
6453,17,6,6,1,4,6,1
2010,8,2,3,2,5,3,1
6920,6,3,2,4,1,3,0
2845,10,4,3,5,3,3,0
185,9,3,2,6,4,2,0
796,20,6,6,3,5,6,1
6661,18,6,6,4,5,6,1
8100,10,4,4,2,1,5,0
7401,20,6,6,4,4,6,1
7509,5,2,1,6,2,2,0
7284,5,2,3,1,4,2,0
61,3,2,1,5,1,2,0
2933,13,5,4,4,2,5,1
1735,2,1,1,4,2,1,0
6595,15,4,5,2,6,5,1
7522,14,5,5,3,4,5,1
2903,6,3,2,5,2,2,0
60,16,5,6,2,4,6,1
4313,1,1,1,5,1,1,0
6123,3,2,2,1,3,2,0
445,15,5,5,3,2,5,0
7049,16,5,5,2,4,6,1
7326,14,4,5,2,4,5,0
2888,13,5,4,4,2,5,0
4069,16,6,5,6,3,5,1
3267,2,1,1,2,4,1,0
3601,4,2,2,4,2,2,0
6412,10,3,3,4,6,3,0
3014,11,4,4,2,2,5,0
7730,16,4,5,2,6,5,1
7435,6,3,2,4,2,2,0
1300,13,4,4,4,5,4,0
3956,18,6,6,4,5,5,1
8411,8,2,1,6,6,1,1
8104,3,1,1,6,6,1,0
7960,2,1,2,1,1,2,0
2029,13,5,5,3,2,5,0
5205,2,1,1,6,4,1,0
7714,16,6,5,4,3,5,1
7740,16,5,5,5,4,5,1
4738,7,3,3,2,1,4,0
6955,14,5,6,1,2,6,1
8212,14,5,5,3,3,5,1
1819,7,3,2,4,3,3,0
514,18,6,6,5,5,5,1
8033,13,4,5,1,5,5,0
7080,20,6,6,5,6,6,1
6321,14,5,4,4,3,5,1
2208,17,6,5,4,3,6,1
8061,17,6,6,1,4,6,1
8053,17,6,6,3,4,6,1
7944,14,4,5,1,5,5,1
4944,11,4,4,1,2,5,0
342,3,2,2,1,1,3,0
2339,9,3,4,1,3,4,0
8871,18,6,6,4,4,6,1
3822,8,3,3,4,4,3,0
7783,1,1,1,1,1,1,0
8487,16,6,6,3,3,6,0
6464,2,1,1,6,2,1,0
4792,11,4,3,6,3,3,0
7362,14,5,4,5,4,4,1
2262,15,4,5,5,5,4,1
7097,5,3,2,2,1,3,0
5237,16,4,4,6,6,3,1
291,17,6,6,3,4,6,1
7015,16,5,5,5,3,5,1
5499,16,5,5,4,4,5,1
3827,11,3,3,6,5,3,0
2572,16,4,5,4,6,4,1
4395,16,5,5,2,3,6,0
8289,17,6,5,4,4,5,1
7649,20,6,6,4,5,6,1
3185,15,4,5,3,6,4,1
6431,1,1,1,6,1,1,0
5256,20,6,6,4,5,6,1
2886,19,6,6,4,5,6,1
4850,13,5,5,1,2,6,1
4369,5,2,2,5,5,2,0
8656,2,1,1,4,1,1,0
8586,12,5,4,3,1,5,1
1358,20,6,6,3,4,6,1
6181,6,2,2,3,4,2,0
2661,13,4,4,5,5,3,1
7552,9,3,3,3,5,3,0
2534,5,2,3,1,3,3,0
7042,20,6,6,2,5,6,1
3307,5,2,3,1,3,3,0
3810,10,4,3,5,3,3,0
5121,16,5,6,2,5,5,0
5810,9,3,3,3,5,3,0
8491,16,5,5,4,6,5,1
1424,3,3,2,1,1,4,0
4063,2,1,1,6,2,1,0
4987,3,3,2,2,1,3,0
6965,14,3,4,5,6,3,0
8975,12,4,5,1,5,5,0
2295,8,3,3,2,4,3,0
8082,13,4,4,4,4,4,1
6226,18,6,6,3,3,6,1
5425,7,3,3,2,2,3,0
3787,12,3,4,5,6,2,1
5690,9,4,3,3,2,4,0
7460,7,3,3,3,1,4,0
8325,1,1,1,4,4,1,0
3070,3,1,1,6,2,1,0
2745,10,4,4,3,3,4,0
5731,9,4,3,6,2,3,1
314,17,6,6,1,4,6,1
3682,20,6,6,3,4,6,1
7477,12,3,3,6,6,3,1
1021,3,3,2,2,1,3,0
614,5,2,2,2,4,2,0
8624,20,6,6,3,5,6,1
3645,6,3,2,3,1,3,1
26,4,2,1,6,3,1,0
2682,18,5,6,3,6,6,1
7491,12,4,4,4,4,4,0
3313,13,5,4,6,3,4,1
106,8,2,2,6,6,1,0
5451,12,4,4,3,3,4,1
8193,6,2,2,4,3,2,1
4140,17,4,5,4,6,4,1
5281,14,5,3,6,2,4,1
2217,8,2,3,2,6,2,0
3544,10,3,4,1,5,4,0
7787,5,3,2,3,1,3,0
8838,9,4,2,6,1,3,0
5399,16,5,5,4,4,5,1
588,4,1,2,2,4,2,0
3806,12,4,4,2,4,4,0
2500,16,4,5,4,6,4,1
404,2,1,1,6,1,1,0
4972,12,4,3,6,4,3,1
1420,7,3,3,2,2,3,0
1842,3,2,1,6,2,1,0
7597,16,5,6,3,4,5,1
6204,8,2,3,2,6,2,0
300,7,3,3,3,1,4,1
1325,10,4,5,1,1,6,0
6091,1,1,1,1,3,1,0
3157,20,6,6,3,5,6,1
7082,11,4,4,1,3,5,1
7629,10,3,4,3,4,4,0
1629,7,2,2,6,4,1,1
2497,3,1,1,6,3,1,0
5555,11,4,4,2,4,4,0
1652,9,3,3,3,3,4,0
7794,4,2,2,1,3,2,0
1101,6,2,3,1,3,3,0
6808,14,5,4,4,2,5,0
2067,3,2,2,1,1,2,0
2056,5,1,1,6,6,1,0
4539,17,6,6,2,4,6,1
5126,3,1,1,6,5,1,0
8765,11,4,4,4,3,4,1
2512,17,6,6,3,3,6,1
5742,1,1,1,3,1,1,0
7619,12,4,4,3,3,4,1
3920,8,2,1,6,6,1,1
463,10,4,3,5,2,3,0
8014,6,3,3,1,1,4,0
8335,3,2,1,2,1,2,0
4053,14,5,5,1,3,5,0
6566,7,3,3,1,3,3,0
1634,11,4,5,1,4,4,1
3026,19,6,6,2,5,6,1
3309,1,1,1,6,1,1,0
1665,10,3,3,4,6,3,0
6546,7,2,3,3,6,2,1
3860,18,6,6,3,3,6,1
5375,15,4,4,5,6,3,1
6216,7,2,3,2,6,2,0
8108,10,4,3,4,2,4,1
2280,8,4,2,5,1,3,0
98,18,5,5,6,5,5,1
5197,19,6,5,6,6,5,1
2553,5,2,2,6,3,2,0
3557,10,3,2,6,6,2,0
8208,12,5,5,1,2,6,1
4520,5,2,2,3,4,2,0
1951,15,5,5,4,4,5,1
7666,9,2,3,4,6,2,0
2300,15,5,5,4,5,5,0
7,3,1,2,3,5,1,0
531,16,6,6,2,2,6,1
1095,9,4,3,4,1,4,1
1495,10,3,3,4,6,3,1
942,4,1,2,2,6,1,0
1237,8,3,2,6,3,2,0
5901,14,5,6,1,2,6,0
8318,15,5,5,3,4,5,1
5755,11,4,3,5,5,3,1
7205,10,4,2,6,3,3,1
8161,3,2,2,3,2,2,0
1400,9,4,3,6,2,3,0
1713,14,4,4,5,6,3,1
6798,20,6,6,4,6,6,1
3779,1,1,1,1,1,1,0
5143,16,6,5,6,3,5,1
6785,1,1,1,1,1,1,0
8066,5,2,2,1,2,3,0
1199,14,5,4,5,2,5,1
4980,19,6,6,2,5,6,1
4400,10,4,3,5,3,3,0
1476,20,6,6,4,5,6,1
4342,18,6,6,4,5,6,1
118,4,2,2,2,4,2,0
5689,9,3,3,3,3,3,0
779,9,3,3,4,5,3,0
3006,17,5,6,3,5,5,1
2028,8,3,3,2,4,3,0
4381,4,2,2,2,1,3,0
6714,2,1,1,6,2,1,0
8745,12,4,4,5,3,4,1
52,9,2,2,6,6,1,1
6199,8,3,3,2,5,3,0
950,19,6,6,2,3,6,1
5674,6,2,2,3,5,2,1
990,14,4,4,6,5,3,0
2830,14,4,5,3,5,4,0
47,6,2,2,5,6,1,0
2928,3,1,2,1,3,2,0
8261,1,1,1,1,1,2,0
8629,13,5,4,4,2,4,1
562,14,5,5,2,3,5,1
3616,19,6,6,3,5,6,1
8644,12,5,5,1,1,6,0
2526,10,3,3,5,6,2,0
6294,2,1,1,6,1,1,0
5490,18,6,6,3,5,6,1
232,10,3,4,3,5,3,0
7584,9,3,3,2,4,4,1
6807,15,4,5,4,5,4,1
7853,14,5,5,2,2,6,0
7668,18,6,6,4,5,6,1
1330,19,6,6,4,5,6,1
271,15,5,5,3,4,5,1
547,15,5,5,3,5,5,1
5307,16,5,6,1,3,6,1
808,12,4,4,2,3,4,1
2706,11,3,4,3,6,3,0
1831,10,3,3,4,6,3,0
2381,18,5,5,6,6,4,1
7678,3,1,2,2,3,2,0
916,1,1,1,1,1,1,0
3959,3,1,1,2,4,1,0
7663,1,1,1,1,1,1,0
741,8,3,3,3,3,3,0
7119,6,2,2,5,5,2,0
4982,14,4,4,6,6,3,1
1022,19,6,6,3,6,6,1
680,5,2,2,5,5,2,0
6896,3,2,2,1,1,3,0
8509,9,3,3,2,3,4,0
3512,3,2,1,6,2,1,0
1100,14,4,4,6,5,3,1
4679,16,5,5,4,5,5,0
1802,16,6,5,3,3,6,1
2825,12,5,3,6,2,4,0
4832,1,1,1,1,1,1,0
619,12,3,4,5,6,3,1
2604,6,3,2,4,2,3,0
5702,19,6,6,4,3,6,1
988,19,6,6,2,5,6,1
4707,14,4,5,3,6,4,1
6778,16,5,5,3,4,5,1
3669,19,6,5,6,5,5,1
1681,2,2,1,1,1,2,0
7303,5,2,2,3,3,2,0
1910,1,1,1,6,1,1,0
4800,15,5,5,2,5,5,1
5950,15,5,5,2,2,6,1
8141,10,4,4,2,2,4,0
2076,15,5,5,2,3,6,0
343,19,6,6,6,5,6,1
4261,11,4,4,3,3,4,1
7800,9,4,3,4,2,3,0
4913,11,4,2,6,2,2,0
6105,16,5,5,3,5,5,1
7713,3,2,1,6,2,1,0
843,5,2,3,1,2,3,0
2559,18,5,5,6,5,5,1
134,14,4,3,6,5,3,0
4854,19,6,6,5,4,6,1
6656,3,1,2,1,5,2,0
7518,19,6,6,2,4,6,0
3077,4,1,2,1,5,2,0
6426,16,4,5,6,6,4,1
640,2,1,1,5,1,1,0
1520,3,1,2,3,5,1,0
3916,11,3,4,3,6,3,1
3403,17,5,6,3,5,5,1
8913,6,4,3,2,1,4,0
5687,13,4,4,4,4,4,1
4215,4,2,2,2,1,3,0
5323,15,5,5,4,3,5,1
6604,17,6,6,3,4,6,1
5879,7,3,2,4,3,3,0
2838,8,4,3,2,1,4,0
1179,5,2,1,6,5,1,0
8757,12,4,4,2,5,4,0
6030,3,1,2,1,5,1,0
848,1,1,1,4,1,1,0
4524,16,5,5,6,5,4,1
3135,14,5,4,5,4,4,1
1333,15,3,4,5,6,3,1
4934,6,2,1,6,6,1,0
4272,17,5,6,2,5,6,1
4164,9,3,3,2,5,3,0
4778,13,5,4,4,3,4,1
4012,13,5,5,3,2,5,1
682,5,1,3,1,6,3,0
435,2,1,1,5,6,1,0
7915,1,1,1,1,2,1,0
8389,1,1,1,1,1,1,0
6779,13,5,4,4,2,5,1
5799,10,3,3,4,4,3,0
7790,17,5,5,6,5,5,1
340,10,3,3,4,5,3,0
1603,9,4,3,5,2,3,0
6369,12,4,4,3,3,4,0
6620,10,4,3,5,3,3,0
1423,15,5,5,3,3,5,1
3865,9,4,4,1,1,5,1
2450,5,2,2,2,2,3,0
2609,12,4,4,2,3,5,0
1707,4,3,2,2,1,3,0
7677,4,2,1,6,3,1,0
5788,6,2,1,6,5,1,0
6997,15,5,5,2,3,6,0
5003,6,3,2,4,1,3,0
6036,4,2,2,4,3,2,0
4370,2,1,1,6,1,1,0
5584,1,1,1,1,1,2,0
8116,16,5,5,4,4,5,0
3314,8,3,2,6,2,2,1
8911,7,3,2,5,2,3,0
2127,17,6,5,5,3,5,1
41,16,6,6,2,2,6,1
5328,9,4,4,1,2,5,0
8705,4,1,1,6,4,1,0
2732,15,6,4,5,2,5,1
2470,4,3,2,4,1,3,0
3025,10,2,3,4,6,2,1
4836,12,5,4,4,2,4,0
7580,3,1,1,6,4,1,0
3814,9,3,3,3,4,3,0
1511,1,1,1,6,1,1,0
3141,2,1,1,5,2,1,0
846,9,2,3,2,6,3,0
1706,13,5,5,3,3,5,0
4592,6,2,3,2,5,2,0
3832,10,3,4,3,6,3,0
3507,6,4,3,1,1,5,0
8191,11,4,4,1,3,5,0
882,3,1,1,2,5,1,0
3573,12,4,3,5,3,4,0
6954,20,6,6,3,6,6,1
7177,8,4,3,3,1,4,0
1328,16,5,6,1,3,6,1
2,20,6,5,6,6,4,1
2629,2,1,1,5,1,1,0
8221,14,6,5,3,1,6,1
2565,3,2,2,3,1,2,0
3992,16,5,5,4,6,5,1
6831,12,4,5,1,2,5,1
5064,12,5,4,3,2,5,0
4300,10,4,4,1,2,5,0
39,5,2,2,3,5,2,0
8380,16,5,5,5,5,4,1
4127,20,6,6,2,5,6,1
1362,6,3,2,5,1,3,1
111,8,3,2,5,2,3,0
4086,10,4,3,5,2,4,0
5021,16,5,5,4,4,5,1
5422,13,4,5,1,4,5,0
6933,10,3,3,6,6,2,1
6637,11,4,3,5,4,3,1
5527,17,5,6,2,6,5,0
1811,2,2,1,1,1,3,0
3129,16,5,5,6,4,5,0
6528,11,3,3,5,5,3,0
5929,10,3,3,4,4,3,0
4602,14,4,5,3,5,4,0
5907,3,1,2,3,6,1,0
6554,1,1,1,4,5,1,0
1826,16,5,5,4,6,4,1
5821,1,1,1,2,1,1,0
3250,10,4,3,5,2,3,1
8699,4,2,2,1,1,3,0
6870,19,6,6,2,3,6,1
7213,18,6,5,5,5,5,0
7847,3,1,2,1,4,1,0
5723,12,4,3,5,4,3,1
4608,17,6,6,1,4,6,1
5520,13,4,4,5,4,4,1
6389,11,3,3,6,6,2,0
4445,16,6,5,5,3,5,1
3534,13,3,4,4,6,3,1
3262,19,6,6,4,6,6,1
2721,7,2,3,3,6,2,0
8051,11,3,3,6,6,2,1
4056,6,2,2,3,6,2,0
5032,10,4,3,4,2,4,0
8860,14,5,4,4,3,5,1
3820,7,3,2,6,3,2,0
177,6,2,2,3,4,2,0
8457,8,2,4,1,6,3,0
6122,4,3,2,2,1,3,0
3943,8,2,3,4,6,2,0
2006,14,4,4,4,5,4,1
5431,2,1,1,1,2,1,0
6846,7,1,2,4,6,1,1
6633,6,3,3,1,2,3,0
6360,5,2,3,1,2,4,0
5776,7,3,2,4,1,3,0
943,1,1,1,1,1,2,0
2468,14,5,4,4,2,5,1
6187,15,5,5,3,3,5,1
1281,10,4,4,1,2,5,0
2181,13,5,5,3,1,5,1
4262,13,4,4,5,5,4,1
8028,2,1,1,6,2,1,0
2818,12,5,4,2,1,5,1
4743,16,5,5,5,4,5,1
5749,17,5,6,2,5,6,1
6374,13,5,4,4,2,5,0
187,5,2,1,6,5,1,0
4110,12,5,5,1,2,6,1
5517,8,4,4,1,1,4,0
4989,11,4,4,4,4,4,0
3364,8,4,3,4,1,3,0
5604,15,5,5,5,2,5,1
8937,1,1,1,5,1,1,0
3997,11,5,4,2,1,5,1
8344,16,4,6,2,6,4,1
2814,12,4,4,2,4,4,0
3705,8,3,2,6,2,2,0
3763,13,4,5,1,5,5,1
847,2,1,2,1,2,2,0
424,6,2,2,6,5,1,0
1981,5,3,2,6,1,2,0
3722,5,3,2,2,1,3,0
5869,7,2,3,3,5,2,0
3478,2,1,1,6,2,1,0
3227,18,6,6,5,4,6,1
3549,14,4,4,4,5,4,1
6892,9,4,3,4,2,4,0
3319,10,4,4,1,2,5,0
4704,1,1,1,1,1,1,0
1772,1,1,1,4,1,1,0
2050,2,1,1,2,3,1,0
6069,10,4,5,1,3,5,0
1490,7,2,2,5,5,2,1
3833,5,1,1,6,6,1,0
5613,9,4,4,1,2,4,0
818,1,1,1,1,1,1,0
6041,16,5,5,3,4,5,1
425,11,5,4,2,1,5,0
1452,10,3,2,6,5,2,0
7399,8,3,3,2,4,3,0
1071,9,3,3,6,4,2,0
2044,7,3,3,3,1,3,0
1538,20,6,6,4,6,6,1
2070,2,1,1,5,1,1,0
4135,9,2,3,6,6,2,0
172,2,1,1,3,5,1,0
4281,2,1,1,1,2,2,0
810,7,2,3,3,4,2,1
5959,3,2,1,6,1,1,0
2051,3,1,2,1,3,2,0
5167,8,3,3,3,5,3,0
3574,16,5,4,6,4,4,1
4947,7,2,3,3,5,2,0
3148,9,4,4,1,1,5,0
5838,4,2,1,6,3,1,0
567,15,6,5,2,2,6,1
5407,14,5,5,3,3,5,1
811,9,4,3,2,1,5,0
2777,18,6,5,5,5,5,1
1475,14,4,3,6,5,3,1
7581,7,2,3,3,4,3,0
3354,9,3,4,1,3,4,0
2965,9,3,2,6,4,2,0
4426,2,1,1,6,2,1,0
2002,18,6,6,1,4,6,1
5382,12,4,4,5,3,4,1
5497,19,6,6,3,4,6,1
6919,4,2,2,4,1,2,0
4564,11,4,4,4,4,4,0
837,4,1,3,1,5,2,0
3782,15,5,6,1,3,6,0
1195,7,2,2,5,6,2,0
7408,8,4,3,2,1,4,0
490,7,2,3,1,6,3,0
161,18,6,6,3,5,6,1
6556,6,2,3,1,3,3,0
2329,20,6,6,2,3,6,1
7232,14,5,4,6,2,4,1
6053,1,1,1,4,1,1,0
3268,7,2,3,3,6,2,0
6748,12,3,3,5,6,2,1
7064,3,2,1,4,1,2,0
1818,3,2,1,4,1,2,0
7750,3,1,1,4,3,1,0
1847,4,2,1,5,4,1,0
7468,4,2,2,3,1,2,0
7845,13,5,4,6,2,4,0
4122,3,2,2,1,1,3,0
4890,20,6,6,4,6,6,1
2358,10,4,4,3,3,4,0
7835,18,6,5,6,4,5,1
7888,6,2,3,2,2,3,0
1372,13,5,5,1,2,5,0
8414,18,6,6,5,5,6,1
2185,2,2,1,6,1,1,1
3677,8,3,2,6,2,2,0
6386,15,4,5,2,6,5,0
2551,2,1,1,2,2,1,0
130,12,5,4,2,2,5,0
5034,3,1,1,6,3,1,0
8333,6,4,2,5,1,3,0
6343,9,4,4,1,1,5,0
5367,7,3,2,4,1,3,0
6889,18,6,6,5,4,5,1
4091,16,4,5,2,6,5,0
2031,19,5,6,4,6,5,1
3526,5,2,2,3,3,2,1
2005,2,1,1,1,5,1,0
7586,19,6,6,4,5,6,1
1017,11,4,4,2,3,4,0
4986,13,4,4,4,4,4,1
7335,18,6,6,1,5,6,0
6282,19,6,6,2,5,6,1
3361,6,2,3,2,5,2,0
5169,8,3,3,2,3,3,1
398,16,5,6,1,4,6,0
2461,6,4,2,5,1,3,0
642,20,6,6,5,4,6,1
5596,8,3,3,3,2,3,0
4712,10,3,4,2,4,4,1
4512,14,5,5,1,2,6,1
4779,7,3,2,4,2,3,0
4479,8,3,2,5,3,2,0
3322,19,6,6,3,4,6,1
5272,16,5,5,3,3,5,1
8087,11,3,3,5,6,3,1
3989,20,6,6,4,5,6,1
6468,6,3,3,1,1,4,0
770,12,4,4,2,3,4,0
5513,2,1,1,6,1,1,0
114,3,1,1,6,3,1,1
2543,14,4,4,4,6,4,1
4120,16,5,5,3,5,5,1
4936,18,6,6,4,4,6,1
